"id";"SupportingDocURL";"SupportingDocName";"PageURL";"SupportingMaterialDescription";"MeetingIDValue";"ItemID";"FileID"
"11";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22538";"CC 05-12 - Joint Ottawa-Gatineau Transit Committee - CC 05-12 - Bloess - Ottawa-Gatineau Transit Committee.doc";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109930";"CC 05-12 - Joint Ottawa-Gatineau Transit Committee (Bloess)";"2147";"109930";"22538"
"12";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22539";"OTC 20-11 - U Pass:  Increased Usage on Express Bu - OTC Inq 20-11 U Pass (Blais).doc";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109931";"OTC 20-11 - U Pass:  Increased Usage on Express Buses and Accountability (Blais)";"2147";"109931";"22539"
"13";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22540";"STATUS UPDATE – TRANSIT COMMISSION INQUIRIES AND M - Primary-STATUS UPDATE – TRANSIT COMMISSION INQUIRIES AND MOTIONS FOR THE PERIOD ENDING 5 JUNE 2012.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108880";"STATUS UPDATE – TRANSIT COMMISSION INQUIRIES AND MOTIONS FOR THE PERIOD ENDING 5 JUNE 2012";"2147";"108880";"22540"
"14";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22541";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Document 1.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22541"
"15";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22542";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Document 3.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22542"
"16";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22543";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Document 5.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22543"
"17";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22544";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Document 4.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22544"
"18";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22545";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Document 2.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22545"
"19";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22546";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRAN - Primary-Capital Closures and Adjustments Report - Transit.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109397";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – TRANSIT";"2147";"109397";"22546"
"20";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22547";"Q1 2012 TRANSIT SERVICES PERFORMANCE REPORT - Primary-Reports - Q1 2012 Performance Report.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109284";"Q1 2012 TRANSIT SERVICES PERFORMANCE REPORT";"2147";"109284";"22547"
"21";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=22548";"STATEMENT OF WORK TO REVIEW AND UPDATE THE TRANSPO - ACS2012-PAI-PGM-0139 Statement of Work.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109740";"STATEMENT OF WORK TO REVIEW AND UPDATE THE TRANSPORTATION MASTER PLAN, OTTAWA PEDESTRIAN PLAN AND  OTTAWA CYCLING PLAN";"2147";"109740";"22548"
"22";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10236";"Minutes 15, Thursday, 17 May 2012 - minutes15-EN.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Minutes 15, Thursday, 17 May 2012";"2154";"109957";"10236"
"23";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10237";"OTTAWA PARAMEDIC SERVICE – 2011 ANNUAL REPORT - Presentation.pptx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Ottawa Paramedic Annual Report 2011";"2154";"109316";"10237"
"24";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10238";"OTTAWA PARAMEDIC SERVICE – 2011 ANNUAL REPORT - 01-  ACS2012-COS-EPS-0028 - 2011 Annual Report Final May30.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Ottawa Paramedic Annual Report 2011";"2154";"109316";"10238"
"25";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10239";"2012 PROVINCIAL BUDGET IMPACTS FOR THE COMMUNITY A - 02 - ACS2012-COS-CSS-0009 - Provincial Budget Impacts.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"2012 Provincial Budget Impacts for the Community and Social Services Department";"2154";"108991";"10239"
"26";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10240";"2012 PROVINCIAL BUDGET IMPACTS FOR THE COMMUNITY A - 02 - ACS2012-COS-CSS-0009 - Provincial Budget Impacts - Annex 1.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"2012 Provincial Budget Impacts for the Community and Social Services Department";"2154";"108991";"10240"
"27";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10241";"2012 PROVINCIAL BUDGET IMPACTS FOR THE COMMUNITY A - 02 - ACS2012-COS-CSS-0009 Fr - Provincial Budget Impacts.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"2012 Provincial Budget Impacts for the Community and Social Services Department";"2154";"108991";"10241"
"28";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10242";"2012 PROVINCIAL BUDGET IMPACTS FOR THE COMMUNITY A - 02 - ACS2012-COS-CSS-0009 FR Provincial Budget Impacts Annex 1.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"2012 Provincial Budget Impacts for the Community and Social Services Department";"2154";"108991";"10242"
"29";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10243";"CRIME PREVENTION OTTAWA BOARD OF DIRECTORS NOMINAT - 03 - ACS2012-CMR-CPS-0008 - CPO Board Nominations.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109494";"CRIME PREVENTION OTTAWA BOARD OF DIRECTORS NOMINATIONS AND EXPANSION";"2154";"109494";"10243"
"30";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10244";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 04 - ACS2012-CMR-CPS-0009 - Quaterly Report CPSC.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109676";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 TO MARCH 31, 2012";"2154";"109676";"10244"
"31";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10245";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 04 - ACS2012-CMR-CPS-0009 - Document 1 Quarterly Performance Report.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109676";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 TO MARCH 31, 2012";"2154";"109676";"10245"
"32";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10246";"COMMEMORATIVE NAMING PROPOSAL – HOWARD DARWIN CENT - 05 - ACS2012-CMR-CCB-0042 - CN Howard Darwin.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108814";"Commemorative Naming Proposal - Howard Darwin Centennial Arena ";"2154";"108814";"10246"
"33";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10247";"Commemorative Naming Proposal – “Lalande Conservat - 06 - ACS2012-CMR-CCB-0045 - Lalande Conservation Park.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108807";"Commemorative Naming Proposal
- Lalande Conservation Park ";"2154";"108807";"10247"
"34";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10248";"Commemorative Naming Proposal – “Lalande Conservat - 06 - ACS2012-CMR-CCB-0045 Fr CN Lalande.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108807";"Commemorative Naming Proposal
- Lalande Conservation Park ";"2154";"108807";"10248"
"35";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10249";"Commemorative Naming Proposal – “Linda Dunn Park” - 07 - ACS2012-CMR-CCB-0044 - CN Linda Dunn.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109745";"Commemorative Naming Proposal – “Linda Dunn Park”";"2154";"109745";"10249"
"36";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10250";"Commemorative Naming Proposal – “Patrick Bergin Pa - 08 - ACS2012-CMR-CCB-0043 - CN Patrick Bergin.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109937";"Commemorative Naming Proposal – “Patrick Bergin Park”";"2154";"109937";"10250"
"37";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10251";"Smoking of Water-pipes and Non-Tobacco Products on - 09 - ACS2012-CMR-LEG-0008 Smoking Water Pipes.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109607";"Smoking of Water-pipes and Non-Tobacco Products on Municipal Property";"2154";"109607";"10251"
"38";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28614";"Minutes 21 - 7 June 2012 - minutes21.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121764";"Minutes 21 - 7 June 2012
";"2409";"121764";"28614"
"39";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28615";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY P - ACS2012-PAI-PGM-0152.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121762";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY PROTECTED UNDER THE ONTARIO HERITAGE ACT AND LOCATED IN THE BRIARCLIFFE HERITAGE CONSERVATION DISTRICT STUDY AREA";"2409";"121762";"28615"
"40";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10416";"Minutes 22 - 31 May 2012 - minutes22-EN.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109980";"Minutes 22 - 31 May 2012";"2211";"109980";"10416"
"41";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10417";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - Primary-QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 TO MARCH 31, 2012.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109715";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 TO MARCH 31, 2012";"2211";"109715";"10417"
"42";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10418";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - Document 1.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109715";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 TO MARCH 31, 2012";"2211";"109715";"10418"
"43";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10419";"Petition for Drainage Works - 1566 Stagecoach Road - Primary-Petition for Drainage Works - 1566 Stagecoach Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109718";"PETITION FOR DRAINAGE WORKS – 1566 AND 1600 STAGECOACH ROAD";"2211";"109718";"10419"
"44";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10420";"SOUTH CYRVILLE MUNICIPAL DRAIN COURT OF REVISION - Primary-South Cyrville Municipal Drain - Court of Revision.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109696";"SOUTH CYRVILLE MUNICIPAL DRAIN COURT OF REVISION";"2211";"109696";"10420"
"45";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10421";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GR - Primary-Official Plan Amendment – 3772 Greenbank Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109697";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GREENBANK ROAD (FILE NO. (D01-01-11-0015)";"2211";"109697";"10421"
"46";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10422";"ZONING - PART OF 1735 OLD CARP ROAD - Primary-Zoning - 1735 Old Carp Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109698";"ZONING - PART OF 1735 OLD CARP ROAD";"2211";"109698";"10422"
"47";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10423";"ZONING – 2985 MOODIE DRIVE - ACS2012-PAI-PGM-0145.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109701";"ZONING – 2985 MOODIE DRIVE";"2211";"109701";"10423"
"48";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10424";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD  - Primary-Zoning - 5576 Faulkner Trail and 5585 Fallowfield Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109705";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD ROAD";"2211";"109705";"10424"
"49";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=10425";"ZONING – 8635 RUSSELL ROAD - ACS2012-PAI-PGM-0146 Russell Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109700";"ZONING – 8635 RUSSEL ROAD";"2211";"109700";"10425"
"50";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28672";"Minutes 36  - 12 June 2012 - englishminutes36.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109940";"Minutes 36  - 12 June 2012";"2181";"109940";"28672"
"51";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28673";"Minutes 36  - 12 June 2012 - frenchminutes36.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109940";"Minutes 36  - 12 June 2012";"2181";"109940";"28673"
"52";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28674";"ZONING - 96 NEPEAN STREET - 01 - ACS2012-PAI-PGM-0120_96 Nepean.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121939";"ZONING - 96 NEPEAN STREET";"2181";"121939";"28674"
"53";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28675";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY P - 02 - ACS2012-PAI-PGM-0152_Kindle.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121942";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY PROTECTED UNDER THE ONTARIO HERITAGE ACT AND LOCATED IN THE BRIARCLIFFE HERITAGE CONSERVATION DISTRICT STUDY AREA";"2181";"121942";"28675"
"54";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28676";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPER - 03 - ACS2012-PAI-PGM-0134_Cathcart.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108772";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPERTY LOCATED IN THE LOWERTOWN WEST HERITAGE CONSERVATION DISTRICT";"2181";"108772";"28676"
"55";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28677";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPER - 03 - ACS2012-PAI-PGM-0134_Cathcart_Impact Statement.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108772";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPERTY LOCATED IN THE LOWERTOWN WEST HERITAGE CONSERVATION DISTRICT";"2181";"108772";"28677"
"56";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28678";"APPLICATION TO ALTER 129 HOWICK STREET, A PROPERTY - 04 - ACS2012-PAI-PGM-0137_Howick.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108841";"APPLICATION TO ALTER 129 HOWICK STREET, A PROPERTY DESIGNATED UNDER PART V OF THE ONTARIO HERITAGE ACT  LOCATED IN THE ROCKCLIFFE PARK HERITAGE CONSERVATION DISTRICT
";"2181";"108841";"28678"
"57";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28679";"APPLICATION FOR DEMOLITION AND NEW CONSTRUCTION AT - 05 - ACS2012-PAI-PGM-0138_Sandridge.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108775";"APPLICATION FOR DEMOLITION AND NEW CONSTRUCTION AT 220 SANDRIDGE ROAD, A PROPERTY DESIGNATED UNDER PART V OF THE ONTARIO HERITAGE ACT AND LOCATED IN THE ROCKCLIFFE PARK HERITAGE CONSERVATION DISTRICT";"2181";"108775";"28679"
"58";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28680";"APPLICATION FOR NEW CONSTRUCTION AT 165 CRICHTON S - 06 - ACS2012-PAI-PGM-0136_Crichton.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121943";"APPLICATION FOR NEW CONSTRUCTION AT 165 CRICHTON STREET, A PROPERTY DESIGNATED UNDER PART V OF THE ONTARIO HERITAGE ACT AND LOCATED IN THE NEW EDINBURGH HERITAGE CONSERVATION DISTRICT
";"2181";"121943";"28680"
"59";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28681";"APPLICATION FOR NEW CONSTRUCTION IN THE CENTRETOWN - 07 - ACS2012-PAI-PGM-0122_Bank Street.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109507";"APPLICATION FOR NEW CONSTRUCTION IN THE CENTRETOWN HERITAGE CONSERVATION DISTRICT AT 406-408 BANK STREET";"2181";"109507";"28681"
"60";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28682";"OFFICIAL PLAN AND ZONING BY-LAW AMENDMENT - VARIOU - 08 - ACS2012-PAI-PGM-0047_Var Address.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109384";"OFFICIAL PLAN AND ZONING BY-LAW AMENDMENT - VARIOUS ADDRESSES
";"2181";"109384";"28682"
"61";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28683";"ZONING – 800 CEDARVIEW ROAD - Primary-Zoning - 800 Cedarview Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109758";"ZONING – 800 CEDARVIEW ROAD";"2181";"109758";"28683"
"62";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28684";"ZONING – 927 RICHMOND ROAD AND 108 WOODROFFE AVENU - Primary-Zoning - 108 Woodroffe Avenue/929 Richmond Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109033";"ZONING – 927 RICHMOND ROAD AND 108 WOODROFFE AVENUE";"2181";"109033";"28684"
"63";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28685";"ZONING - 486 AND 500 PRESTON STREET - 11 - ACS2012-PAI-PGM-0165_Preston.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121944";"ZONING - 486 AND 500 PRESTON STREET
";"2181";"121944";"28685"
"64";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28686";"ZONING - 4471, 4479 AND 4487 INNES ROAD - Primary-Zoning - 4471, 4479, 4487 Innes Road.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108820";"ZONING - 4471, 4479 AND 4487 INNES ROAD";"2181";"108820";"28686"
"65";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28687";"OFFICIAL PLAN AMENDMENT AND ZONING – 350 CRESTHAVE - Primary-Official Plan and Zoning By-law Amendments - 350 Cresthaven Drive.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108998";"OFFICIAL PLAN AMENDMENT AND ZONING – 350 CRESTHAVEN DRIVE";"2181";"108998";"28687"
"66";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28688";"STATEMENT OF WORK TO REVIEW AND UPDATE THE 2013 OF - 14 - ACS2012-PAI-PGM-0170_Statement of Work.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121945";"STATEMENT OF WORK TO REVIEW AND UPDATE THE 2013 OFFICIAL PLAN AND INFRASTRUCTURE MASTER PLAN
";"2181";"121945";"28688"
"67";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28689";"VACANT URBAN RESIDENTIAL LAND SURVEY, 2011 UPDATE - Primary-Vacant Urban Residential Land Survey, 2011 Update.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109127";"VACANT URBAN RESIDENTIAL LAND SURVEY, 2011 UPDATE	
";"2181";"109127";"28689"
"68";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=28690";"VACANT URBAN RESIDENTIAL LAND SURVEY, 2011 UPDATE - Document 1.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109127";"VACANT URBAN RESIDENTIAL LAND SURVEY, 2011 UPDATE	
";"2181";"109127";"28690"
